ITEM: TIMESTEP
 1
ITEM: NUMBER OF ATOMS
84 8.338569 1.642863 6.676752
85 0.000816 3.306204 6.671234
86 0.000123 5.009807 8.341626
87 1.672468 3.333794 8.347822
88 1.662927 5.045647 6.676093
89 3.303844 3.326588 6.664673
90 3.336802 5.023284 8.340806
91 5.009693 3.334352 8.346743
92 5.001199 5.022858 6.676891
93 6.678809 3.327453 6.665124
94 6.671664 5.025908 8.339923
95 8.344725 3.330529 8.348993
96 8.334503 4.985095 6.677763
97 0.002160 6.670812 6.670419
98 -0.001667 8.343977 8.343228
99 1.673031 6.672373 8.348897
100 1.658569 8.355367 6.676571
101 3.339691 6.666675 6.666762
102 3.333433 8.348906 8.342512
103 5.014085 6.670057 8.349254
104 4.995802 8.355330 6.677647
105 6.677895 6.664827 6.664533
106 6.670396 8.351051 8.340966
107 8.343986 6.666549 8.353192
108 8.344401 8.342537 6.674018
ITEM: TIMESTEP
 34
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.003926 -0.000216 0.006717
2 -0.001774 1.683730 1.666913
3 1.672222 -0.010392 1.671462
4 1.667116 1.684035 0.001401
5 3.336749 -0.016094 0.002133
6 3.338363 1.686372 1.670330
7 5.008166 -0.011797 1.670803
8 5.003917 1.682173 0.001621
9 6.676937 -0.012157 -0.000153
10 6.672007 1.689591 1.668147
11 8.342527 -0.035509 1.676852
12 8.339736 1.660811 0.000622
13 0.001330 3.319150 -0.001312
14 0.003232 5.007669 1.670790
15 1.671416 3.334677 1.677399
16 1.668039 5.012777 0.002583
17 3.339144 3.334071 -0.005639
18 3.334376 5.012930 1.671430
19 5.010732 3.333607 1.676304
20 5.002553 5.018911 0.000125
21 6.677246 3.334545 -0.003935
22 6.674949 5.012695 1.670909
23 8.342771 3.329065 1.682967
24 8.339403 5.001539 -0.001263
25 0.001153 6.676357 0.002238
26 -0.004815 8.344222 1.671797
27 1.672222 6.672023 1.677321
28 1.651634 8.350539 0.001908
29 3.341721 6.670083 -0.006177
30 3.334075 8.349263 1.673010
31 5.015682 6.670556 1.679291
32 5.001993 8.350407 0.001995
33 6.677810 6.671703 -0.004752
34 6.671136 8.350239 1.671243
35 8.345151 6.667019 1.681980
36 8.337641 8.336775 -0.016010
37 0.002617 -0.001928 3.340892
38 -0.003345 1.681035 5.004807
39 1.667588 -0.011729 5.010282
40 1.664256 1.699393 3.339766
41 3.339205 -0.043759 3.333599
42 3.337285 1.685692 5.008306
43 5.010617 -0.009685 5.011857
44 5.001110 1.701936 3.337302
45 6.678409 -0.046564 3.332621
46 6.674507 1.681482 5.010991
47 8.341693 -0.024144 5.013093
48 8.338582 1.636336 3.338174
49 0.000186 3.325168 3.333967
50 -0.001917 5.015699 5.010216
51 1.672319 3.336390 5.012609
52 1.651561 5.017988 3.338156
53 3.339134 3.327375 3.327868
54 3.334708 5.033107 5.010868
55 5.012583 3.334127 5.016493
56 4.996604 5.067019 3.336837
57 6.679922 3.327053 3.329509
58 6.671032 5.025860 5.011633
59 8.342577 3.330259 5.015880
60 8.333933 4.961439 3.339093
61 0.000905 6.669442 3.332933
62 -0.013832 8.345863 5.007293
63 1.659132 6.671545 5.015539
64 1.648669 8.354768 3.339506
65 3.346318 6.664998 3.324372
66 3.333957 8.350633 5.011737
67 5.024292 6.671407 5.018741
68 4.997071 8.356603 3.339813
69 6.678755 6.664991 3.325388
70 6.671628 8.350935 5.008673
71 8.344146 6.665050 5.021322
72 8.331751 8.333346 3.313905
73 0.001679 -0.003637 6.677024
74 -0.004851 1.678526 8.342592
75 1.671889 -0.005357 8.342465
76 1.653216 1.682019 6.676449
77 3.345552 -0.047752 6.672972
78 3.331777 1.691314 8.343516
79 5.009161 -0.011263 8.341077
80 5.002146 1.704319 6.675549
81 6.678705 -0.053734 6.670845
82 6.673013 1.683606 8.341115
83 8.344057 -0.035822 8.346158
84 8.338030 1.640269 6.676889
85 0.000929 3.303885 6.670876
86 0.000058 5.010236 8.341471
87 1.672773 3.333515 8.348117
88 1.662337 5.049861 6.676234
89 3.301424 3.325678 6.663774
90 3.336653 5.024944 8.340623
91 5.010258 3.334086 8.347026
92 5.000679 5.024955 6.677096
93 6.679114 3.326578 6.664248
94 6.671404 5.027842 8.339690
95 8.344754 3.329914 8.349561
96 8.333661 4.982435 6.677934
97 0.002314 6.670402 6.670091
98 -0.001836 8.344013 8.343123
99 1.673344 6.672037 8.349312
100 1.657707 8.356378 6.676709
101 3.339946 6.665801 6.665890
102 3.332868 8.349394 8.342381
103 5.014989 6.669642 8.349704
104 4.994842 8.356420 6.677823
105 6.678174 6.663914 6.663611
106 6.669932 8.351694 8.340784
107 8.343994 6.665758 8.354015
108 8.344422 8.342499 6.673987
ITEM: TIMESTEP
 35
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.004206 -0.000180 0.007258
2 -0.001956 1.684890 1.666786
3 1.672607 -0.011601 1.671732
4 1.666984 1.685325 0.001519
5 3.336796 -0.017703 0.002215
6 3.338358 1.687966 1.670452
7 5.008421 -0.012986 1.671075
8 5.003783 1.683405 0.001718
9 6.677192 -0.013427 -0.000109
10 6.671851 1.691224 1.668186
11 8.342406 -0.038941 1.677536
12 8.339405 1.659937 0.000674
13 0.001460 3.317368 -0.001383
14 0.003430 5.007807 1.670943
15 1.671688 3.334360 1.678229
16 1.668005 5.013403 0.002741
17 3.339392 3.333678 -0.006154
18 3.334126 5.013706 1.671649
19 5.011061 3.333283 1.677096
20 5.002287 5.020424 0.000210
21 6.677511 3.334204 -0.004361
22 6.674883 5.013396 1.671106
23 8.342693 3.328273 1.684226
24 8.338961 5.000764 -0.001277
25 0.001279 6.676395 0.002350
26 -0.005195 8.344322 1.672025
27 1.672513 6.671738 1.678111
28 1.650413 8.351181 0.002002
29 3.342040 6.669662 -0.006700
30 3.333651 8.349841 1.673359
31 5.016549 6.670128 1.680235
32 5.001519 8.351050 0.002088
33 6.678094 6.671338 -0.005227
34 6.670671 8.350873 1.671534
35 8.345190 6.666202 1.683272
36 8.336993 8.336099 -0.017486
37 0.002818 -0.001972 3.341152
38 -0.003570 1.682081 5.004711
39 1.667617 -0.012824 5.010692
40 1.663873 1.702162 3.339901
41 3.339450 -0.048042 3.333189
42 3.337163 1.687230 5.008403
43 5.011035 -0.010456 5.012339
44 5.000672 1.704851 3.337358
45 6.678707 -0.050889 3.332235
46 6.674403 1.682850 5.011378
47 8.341602 -0.026539 5.013862
48 8.338037 1.633549 3.338231
49 0.000280 3.324302 3.333611
50 -0.002105 5.016578 5.010488
51 1.672622 3.336225 5.013298
52 1.650337 5.019065 3.338308
53 3.339380 3.326474 3.326951
54 3.334311 5.035753 5.011248
55 5.013345 3.333890 5.017335
56 4.995794 5.072629 3.336854
57 6.680271 3.326202 3.328702
58 6.670760 5.027823 5.012039
59 8.342467 3.329659 5.016861
60 8.333068 4.957109 3.339171
61 0.001025 6.668930 3.332500
62 -0.014710 8.345934 5.007476
63 1.658548 6.671176 5.016435
64 1.647122 8.355710 3.339609
65 3.346986 6.664049 3.323262
66 3.333640 8.351147 5.012147
67 5.025673 6.671016 5.019770
68 4.996223 8.357661 3.339923
69 6.679068 6.664067 3.324340
70 6.671291 8.351479 5.008986
71 8.344158 6.664197 5.022676
72 8.330755 8.332394 3.311859
73 0.001870 -0.003891 6.677243
74 -0.005210 1.679381 8.342437
75 1.672180 -0.006124 8.342433
76 1.652090 1.683076 6.676669
77 3.346164 -0.052304 6.672677
78 3.331309 1.693459 8.343424
79 5.009446 -0.012190 8.340887
80 5.001738 1.707469 6.675669
81 6.679011 -0.058762 6.670455
82 6.672866 1.685014 8.340947
83 8.344065 -0.039011 8.346400
84 8.337455 1.637502 6.677033
85 0.001051 3.301472 6.670497
86 -0.000015 5.010700 8.341309
87 1.673094 3.333221 8.348428
88 1.661710 5.054368 6.676384
89 3.298924 3.324716 6.662824
90 3.336491 5.026711 8.340433
91 5.010866 3.333804 8.347327
92 5.000122 5.027250 6.677314
93 6.679436 3.325653 6.663322
94 6.671130 5.029898 8.339447
95 8.344782 3.329261 8.350166
96 8.332768 4.979564 6.678113
97 0.002475 6.669968 6.669746
98 -0.002015 8.344049 8.343009
99 1.673674 6.671677 8.349750
100 1.656799 8.357445 6.676857
101 3.340218 6.664870 6.664961
102 3.332263 8.349910 8.342242
103 5.015944 6.669203 8.350179
104 4.993827 8.357574 6.678007
105 6.678470 6.662945 6.662634
106 6.669440 8.352374 8.340594
107 8.344001 6.664919 8.354885
108 8.344442 8.342461 6.673956
ITEM: TIMESTEP
 36
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.004500 -0.000136 0.007827
2 -0.002147 1.686103 1.666651
3 1.673017 -0.012904 1.672017
4 1.666845 1.686678 0.001646
5 3.336853 -0.019423 0.002296
6 3.338353 1.689644 1.670581
7 5.008694 -0.014261 1.671366
8 5.003646 1.684701 0.001821
9 6.677464 -0.014791 -0.000063
10 6.671691 1.692932 1.668232
11 8.342277 -0.042593 1.678259
12 8.339054 1.658994 0.000729
13 0.001598 3.315476 -0.001457
14 0.003633 5.007953 1.671106
15 1.671975 3.334023 1.679108
16 1.667966 5.014084 0.002905
17 3.339656 3.333261 -0.006699
18 3.333857 5.014550 1.671881
19 5.011407 3.332941 1.677938
20 5.002005 5.022054 0.000300
21 6.677794 3.333843 -0.004813
22 6.674809 5.014158 1.671315
23 8.342608 3.327436 1.685555
24 8.338491 4.999914 -0.001290
25 0.001413 6.676433 0.002466
26 -0.005592 8.344429 1.672265
27 1.672820 6.671434 1.678952
28 1.649141 8.351860 0.002099
29 3.342376 6.669216 -0.007253
30 3.333198 8.350458 1.673727
31 5.017461 6.669674 1.681235
32 5.001015 8.351732 0.002184
33 6.678395 6.670949 -0.005732
34 6.670173 8.351547 1.671843
35 8.345229 6.665333 1.684644
36 8.336304 8.335381 -0.019052
37 0.003028 -0.002012 3.341428
38 -0.003802 1.683178 5.004609
39 1.667654 -0.013992 5.011130
40 1.663470 1.705069 3.340045
41 3.339712 -0.052607 3.332749
42 3.337027 1.688870 5.008503
43 5.011479 -0.011265 5.012849
44 5.000208 1.707910 3.337422
45 6.679022 -0.055491 3.331825
46 6.674290 1.684318 5.011787
47 8.341510 -0.029086 5.014683
48 8.337458 1.630607 3.338291
49 0.000382 3.323399 3.333235
50 -0.002303 5.017511 5.010773
51 1.672943 3.336048 5.014031
52 1.649061 5.020207 3.338471
53 3.339643 3.325517 3.325977
54 3.333881 5.038567 5.011649
55 5.014150 3.333639 5.018225
56 4.994937 5.078577 3.336874
57 6.680638 3.325302 3.327844
58 6.670474 5.029909 5.012467
59 8.342353 3.329025 5.017906
60 8.332152 4.952510 3.339251
61 0.001153 6.668387 3.332041
62 -0.015612 8.346001 5.007673
63 1.657952 6.670783 5.017387
64 1.645510 8.356701 3.339717
65 3.347683 6.663042 3.322087
66 3.333309 8.351684 5.012580
67 5.027111 6.670600 5.020855
68 4.995327 8.358776 3.340035
69 6.679398 6.663088 3.323229
70 6.670934 8.352051 5.009321
71 8.344169 6.663295 5.024110
72 8.329703 8.331386 3.309699
73 0.002074 -0.004155 6.677472
74 -0.005581 1.680277 8.342271
75 1.672490 -0.006957 8.342403
76 1.650921 1.684188 6.676905
77 3.346804 -0.057138 6.672361
78 3.330819 1.695734 8.343324
79 5.009748 -0.013166 8.340690
80 5.001306 1.710779 6.675800
81 6.679333 -0.064103 6.670040
82 6.672710 1.686519 8.340770
83 8.344072 -0.042387 8.346657
84 8.336844 1.634554 6.677185
85 0.001180 3.298966 6.670094
86 -0.000097 5.011202 8.341139
87 1.673433 3.332912 8.348756
88 1.661046 5.059176 6.676544
89 3.296344 3.323701 6.661820
90 3.336318 5.028588 8.340234
91 5.011519 3.333506 8.347645
92 4.999529 5.029752 6.677543
93 6.679776 3.324676 6.662345
94 6.670841 5.032079 8.339195
95 8.344810 3.328571 8.350811
96 8.331825 4.976476 6.678300
97 0.002645 6.669510 6.669386
98 -0.002203 8.344087 8.342886
99 1.674021 6.671294 8.350213
100 1.655843 8.358570 6.677012
101 3.340507 6.663881 6.663974
102 3.331618 8.350455 8.342094
103 5.016951 6.668740 8.350679
104 4.992754 8.358794 6.678200
105 6.678784 6.661920 6.661600
106 6.668919 8.353091 8.340394
107 8.344008 6.664031 8.355805
108 8.344462 8.342423 6.673926
ITEM: TIMESTEP
 37
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.004806 -0.000085 0.008425
2 -0.002346 1.687369 1.666507
3 1.673454 -0.014305 1.672317
4 1.666701 1.688094 0.001780
5 3.336919 -0.021257 0.002377
6 3.338347 1.691406 1.670716
7 5.008985 -0.015624 1.671676
8 5.003504 1.686061 0.001930
9 6.677754 -0.016253 -0.000015
10 6.671528 1.694715 1.668285
11 8.342140 -0.046471 1.679021
12 8.338681 1.657978 0.000786
13 0.001744 3.313471 -0.001533
14 0.003843 5.008108 1.671279
15 1.672280 3.333667 1.680039
16 1.667924 5.014826 0.003076
17 3.339939 3.332820 -0.007273
18 3.333568 5.015467 1.672128
19 5.011771 3.332580 1.678830
20 5.001708 5.023804 0.000397
21 6.678095 3.333460 -0.005291
22 6.674729 5.014986 1.671538
23 8.342517 3.326554 1.686955
24 8.337992 4.998985 -0.001300
25 0.001556 6.676471 0.002587
26 -0.006006 8.344545 1.672518
27 1.673143 6.671108 1.679843
28 1.647818 8.352578 0.002199
29 3.342729 6.668745 -0.007837
30 3.332714 8.351114 1.674115
31 5.018419 6.669192 1.682291
32 5.000478 8.352455 0.002282
33 6.678715 6.670535 -0.006268
34 6.669643 8.352262 1.672173
35 8.345267 6.664412 1.686097
36 8.335573 8.334621 -0.020708
37 0.003248 -0.002046 3.341718
38 -0.004042 1.684326 5.004501
39 1.667702 -0.015235 5.011597
40 1.663046 1.708115 3.340196
41 3.339991 -0.057463 3.332277
42 3.336877 1.690616 5.008607
43 5.011951 -0.012110 5.013387
44 4.999719 1.711113 3.337493
45 6.679354 -0.060380 3.331391
46 6.674167 1.685889 5.012219
47 8.341416 -0.031789 5.015557
48 8.336845 1.627509 3.338354
49 0.000492 3.322458 3.332838
50 -0.002511 5.018499 5.011073
51 1.673281 3.335858 5.014811
52 1.647731 5.021418 3.338646
53 3.339923 3.324504 3.324942
54 3.333418 5.041553 5.012072
55 5.015000 3.333376 5.019165
56 4.994033 5.084876 3.336898
57 6.681023 3.324354 3.326933
58 6.670174 5.032120 5.012917
59 8.342233 3.328354 5.019016
60 8.331184 4.947634 3.339334
61 0.001290 6.667812 3.331555
62 -0.016536 8.346063 5.007884
63 1.657344 6.670366 5.018395
64 1.643829 8.357744 3.339827
65 3.348410 6.661976 3.320847
66 3.332963 8.352245 5.013035
67 5.028606 6.670159 5.021999
68 4.994382 8.359949 3.340151
69 6.679747 6.662051 3.322056
70 6.670558 8.352651 5.009677
71 8.344180 6.662343 5.025626
72 8.328596 8.330323 3.307421
73 0.002289 -0.004429 6.677712
74 -0.005964 1.681214 8.342091
75 1.672817 -0.007859 8.342376
76 1.649707 1.685357 6.677157
77 3.347471 -0.062264 6.672022
78 3.330306 1.698143 8.343217
79 5.010067 -0.014191 8.340485
80 5.000848 1.714249 6.675942
81 6.679674 -0.069766 6.669599
82 6.672544 1.688124 8.340586
83 8.344079 -0.045956 8.346929
84 8.336194 1.631421 6.677345
85 0.001318 3.296364 6.669668
86 -0.000188 5.011743 8.340960
87 1.673791 3.332587 8.349099
88 1.660343 5.064296 6.676713
89 3.293685 3.322633 6.660762
90 3.336131 5.030579 8.340027
91 5.012216 3.333192 8.347982
92 4.998896 5.032471 6.677785
93 6.680134 3.323646 6.661313
94 6.670538 5.034389 8.338933
95 8.344838 3.327841 8.351495
96 8.330828 4.973161 6.678495
97 0.002824 6.669025 6.669009
98 -0.002400 8.344126 8.342755
99 1.674385 6.670885 8.350700
100 1.654839 8.359754 6.677176
101 3.340814 6.662832 6.662928
102 3.330932 8.351030 8.341937
103 5.018010 6.668252 8.351206
104 4.991623 8.360081 6.678402
105 6.679116 6.660836 6.660508
106 6.668369 8.353847 8.340186
107 8.344016 6.663092 8.356776
108 8.344483 8.342385 6.673895
ITEM: TIMESTEP
 38
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.005126 -0.000024 0.009052
2 -0.002554 1.688689 1.666354
3 1.673917 -0.015808 1.672634
4 1.666552 1.689575 0.001924
5 3.336997 -0.023209 0.002459
6 3.338340 1.693253 1.670858
7 5.009293 -0.017081 1.672006
8 5.003359 1.687487 0.002046
9 6.678063 -0.017817 0.000035
10 6.671360 1.696575 1.668346
11 8.341994 -0.050582 1.679824
12 8.338287 1.656888 0.000847
13 0.001899 3.311350 -0.001613
14 0.004060 5.008273 1.671463
15 1.672603 3.333291 1.681022
16 1.667876 5.015631 0.003254
17 3.340240 3.332354 -0.007878
18 3.333259 5.016459 1.672390
19 5.012152 3.332200 1.679776
20 5.001394 5.025679 0.000499
21 6.678413 3.333056 -0.005796
22 6.674640 5.015882 1.671775
23 8.342420 3.325625 1.688428
24 8.337465 4.997976 -0.001308
25 0.001706 6.676509 0.002712
26 -0.006437 8.344668 1.672783
27 1.673484 6.670761 1.680787
28 1.646442 8.353335 0.002303
29 3.343100 6.668248 -0.008454
30 3.332198 8.351811 1.674523
31 5.019423 6.668683 1.683406
32 4.999908 8.353221 0.002384
33 6.679053 6.670096 -0.006836
34 6.669078 8.353021 1.672522
35 8.345305 6.663438 1.687633
36 8.334797 8.333816 -0.022459
37 0.003479 -0.002075 3.342023
38 -0.004290 1.685525 5.004385
39 1.667759 -0.016556 5.012093
40 1.662601 1.711302 3.340356
41 3.340288 -0.062619 3.331772
42 3.336714 1.692473 5.008716
43 5.012450 -0.012994 5.013953
44 4.999204 1.714464 3.337572
45 6.679705 -0.065566 3.330931
46 6.674033 1.687567 5.012674
47 8.341320 -0.034653 5.016485
48 8.336197 1.624256 3.338421
49 0.000611 3.321479 3.332419
50 -0.002729 5.019543 5.011387
51 1.673638 3.335654 5.015639
52 1.646347 5.022708 3.338833
53 3.340221 3.323432 3.323846
54 3.332921 5.044713 5.012518
55 5.015894 3.333098 5.020154
56 4.993081 5.091534 3.336925
57 6.681426 3.323354 3.325968
58 6.669860 5.034460 5.013390
59 8.342108 3.327646 5.020195
60 8.330164 4.942471 3.339419
61 0.001436 6.667205 3.331041
62 -0.017483 8.346122 5.008109
63 1.656726 6.669923 5.019462
64 1.642081 8.358840 3.339942
65 3.349167 6.660848 3.319540
66 3.332603 8.352830 5.013512
67 5.030159 6.669691 5.023203
68 4.993387 8.361182 3.340271
69 6.680113 6.660955 3.320817
70 6.670162 8.353280 5.010056
71 8.344192 6.661339 5.027225
72 8.327432 8.329201 3.305021
73 0.002515 -0.004714 6.677962
74 -0.006360 1.682192 8.341898
75 1.673162 -0.008833 8.342352
76 1.648448 1.686585 6.677426
77 3.348167 -0.067689 6.671661
78 3.329769 1.700689 8.343101
79 5.010405 -0.015266 8.340272
80 5.000364 1.717881 6.676097
81 6.680032 -0.075763 6.669132
82 6.672368 1.689832 8.340393
83 8.344086 -0.049721 8.347216
84 8.335504 1.628096 6.677513
85 0.001464 3.293667 6.669218
86 -0.000290 5.012325 8.340773
87 1.674167 3.332245 8.349460
88 1.659600 5.069737 6.676893
89 3.290947 3.321508 6.659646
90 3.335932 5.032687 8.339810
91 5.012958 3.332861 8.348338
92 4.998223 5.035418 6.678039
93 6.680510 3.322562 6.660227
94 6.670220 5.036832 8.338660
95 8.344866 3.327070 8.352221
96 8.329778 4.969612 6.678698
97 0.003011 6.668515 6.668615
98 -0.002606 8.344166 8.342615
99 1.674766 6.670450 8.351213
100 1.653784 8.360997 6.677350
101 3.341139 6.661722 6.661819
102 3.330205 8.351636 8.341771
103 5.019122 6.667738 8.351760
104 4.990432 8.361438 6.678614
105 6.679467 6.659692 6.659355
106 6.667789 8.354642 8.339967
107 8.344023 6.662100 8.357799
108 8.344503 8.342347 6.673864
ITEM: TIMESTEP
 39
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.005458 0.000045 0.009709
2 -0.002770 1.690063 1.666192
3 1.674407 -0.017415 1.672967
4 1.666396 1.691122 0.002077
5 3.337086 -0.025283 0.002540
6 3.338332 1.695188 1.671008
7 5.009620 -0.018634 1.672357
8 5.003209 1.688979 0.002168
9 6.678389 -0.019488 0.000088
10 6.671189 1.698513 1.668416
11 8.341839 -0.054933 1.680667
12 8.337870 1.655720 0.000911
13 0.002062 3.309108 -0.001695
14 0.004282 5.008448 1.671657
15 1.672944 3.332894 1.682059
16 1.667824 5.016505 0.003439
17 3.340560 3.331862 -0.008514
18 3.332930 5.017532 1.672668
19 5.012552 3.331800 1.680775
20 5.001065 5.027682 0.000607
21 6.678751 3.332631 -0.006329
22 6.674544 5.016851 1.672027
23 8.342316 3.324649 1.689976
24 8.336908 4.996883 -0.001314
25 0.001866 6.676548 0.002842
26 -0.006885 8.344800 1.673061
27 1.673842 6.670391 1.681785
28 1.645014 8.354134 0.002410
29 3.343489 6.667724 -0.009105
30 3.331649 8.352550 1.674953
31 5.020474 6.668145 1.684582
32 4.999303 8.354031 0.002489
33 6.679409 6.669631 -0.007436
34 6.668478 8.353823 1.672893
35 8.345343 6.662408 1.689256
36 8.333977 8.332965 -0.024307
37 0.003721 -0.002097 3.342345
38 -0.004545 1.686777 5.004262
39 1.667828 -0.017957 5.012619
40 1.662134 1.714632 3.340525
41 3.340602 -0.068085 3.331233
42 3.336535 1.694444 5.008829
43 5.012977 -0.013917 5.014548
44 4.998661 1.717963 3.337660
45 6.680074 -0.071060 3.330445
46 6.673888 1.689356 5.013153
47 8.341223 -0.037681 5.017469
48 8.335513 1.620847 3.338490
49 0.000738 3.320459 3.331976
50 -0.002956 5.020645 5.011716
51 1.674013 3.335436 5.016516
52 1.644907 5.024089 3.339032
53 3.340537 3.322301 3.322687
54 3.332390 5.048052 5.012987
55 5.016835 3.332806 5.021196
56 4.992078 5.098561 3.336956
57 6.681850 3.322302 3.324948
58 6.669531 5.036932 5.013886
59 8.341979 3.326901 5.021444
60 8.329088 4.937013 3.339507
61 0.001590 6.666564 3.330498
62 -0.018453 8.346175 5.008349
63 1.656096 6.669455 5.020588
64 1.640262 8.359989 3.340061
65 3.349955 6.659656 3.318162
66 3.332227 8.353439 5.014014
67 5.031770 6.669197 5.024468
68 4.992341 8.362476 3.340395
69 6.680499 6.659797 3.319511
70 6.669746 8.353939 5.010459
71 8.344203 6.660282 5.028912
72 8.326208 8.328021 3.302498
73 0.002754 -0.005010 6.678223
74 -0.006767 1.683211 8.341692
75 1.673527 -0.009883 8.342332
76 1.647144 1.687873 6.677711
77 3.348891 -0.073423 6.671277
78 3.329209 1.703377 8.342978
79 5.010761 -0.016392 8.340052
80 4.999852 1.721678 6.676263
81 6.680409 -0.082103 6.668637
82 6.672181 1.691648 8.340192
83 8.344093 -0.053690 8.347520
84 8.334774 1.624573 6.677689
85 0.001618 3.290872 6.668743
86 -0.000401 5.012948 8.340577
87 1.674562 3.331885 8.349838
88 1.658816 5.075509 6.677083
89 3.288130 3.320325 6.658473
90 3.335719 5.034915 8.339585
91 5.013746 3.332513 8.348713
92 4.997509 5.038602 6.678306
93 6.680905 3.321422 6.659085
94 6.669886 5.039410 8.338376
